ClassPriors	47.0,33.0,0.587500000000,0.412500000000	ham	0.587500000000
a	168.0,274.0,0.010466988728,0.015251511286	spam	0.015251511286
ab	4.0,0.0,0.000309674223,0.000055460041	ham	0.000309674223
able	3.0,8.0,0.000247739378,0.000499140369	spam	0.000499140369
abn	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
about	8.0,36.0,0.000557413601,0.002052021518	spam	0.002052021518
above	2.0,5.0,0.000185804534,0.000332760246	spam	0.000332760246
absent	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
absenteeism	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
absolute	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
absolutely	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
absorb	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
abuse	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
abused	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
acce	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
accelerate	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
accelerated	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
accept	0.0,3.0,0.000061934845,0.000221840164	spam	0.000221840164
acceptable	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
accepted	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
accepting	0.0,2.0,0.000061934845,0.000166380123	spam	0.000166380123
accepts	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
access	2.0,9.0,0.000185804534,0.000554600410	spam	0.000554600410
accomodate	4.0,0.0,0.000309674223,0.000055460041	ham	0.000309674223
accomodates	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
accompanied	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
according	1.0,1.0,0.000123869689,0.000110920082	ham	0.000123869689
account	16.0,13.0,0.001052892357,0.000776440575	ham	0.001052892357
accounting	4.0,0.0,0.000309674223,0.000055460041	ham	0.000309674223
accounts	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
accurate	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
aches	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
achieve	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
achieved	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
acid	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
acquire	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
acquisition	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
acrobaat	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
acrobat	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
across	5.0,4.0,0.000371609067,0.000277300205	ham	0.000371609067
act	0.0,3.0,0.000061934845,0.000221840164	spam	0.000221840164
action	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
activate	0.0,4.0,0.000061934845,0.000277300205	spam	0.000277300205
active	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
activists	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
activities	7.0,0.0,0.000495478756,0.000055460041	ham	0.000495478756
actor	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
actress	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
actual	0.0,3.0,0.000061934845,0.000221840164	spam	0.000221840164
actually	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
ad	0.0,20.0,0.000061934845,0.001164660862	spam	0.001164660862
adage	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
adapted	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
add	2.0,6.0,0.000185804534,0.000388220287	spam	0.000388220287
added	0.0,2.0,0.000061934845,0.000166380123	spam	0.000166380123
adding	0.0,2.0,0.000061934845,0.000166380123	spam	0.000166380123
addition	5.0,0.0,0.000371609067,0.000055460041	ham	0.000371609067
additional	11.0,0.0,0.000743218135,0.000055460041	ham	0.000743218135
additionally	1.0,1.0,0.000123869689,0.000110920082	ham	0.000123869689
address	1.0,18.0,0.000123869689,0.001053740780	spam	0.001053740780
addressed	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
addresses	1.0,2.0,0.000123869689,0.000166380123	spam	0.000166380123
addressing	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
addtional	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
adhesion	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
adm	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
adminder	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
administration	2.0,0.0,0.000185804534,0.000055460041	ham	0.000185804534
admitted	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
admixture	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
adobe	0.0,12.0,0.000061934845,0.000720980534	spam	0.000720980534
adobee	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
adr	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
adrianbold	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
ads	0.0,5.0,0.000061934845,0.000332760246	spam	0.000332760246
adult	0.0,2.0,0.000061934845,0.000166380123	spam	0.000166380123
adv	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
advance	4.0,0.0,0.000309674223,0.000055460041	ham	0.000309674223
advanced	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
advantage	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
advantages	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
advertise	0.0,2.0,0.000061934845,0.000166380123	spam	0.000166380123
advertised	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
advertisement	0.0,4.0,0.000061934845,0.000277300205	spam	0.000277300205
advertisements	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
advertising	0.0,6.0,0.000061934845,0.000388220287	spam	0.000388220287
advertisments	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
advice	1.0,1.0,0.000123869689,0.000110920082	ham	0.000123869689
advise	2.0,0.0,0.000185804534,0.000055460041	ham	0.000185804534
advises	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
advocates	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
advs	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
aec	2.0,0.0,0.000185804534,0.000055460041	ham	0.000185804534
aeopublishing	0.0,19.0,0.000061934845,0.001109200821	spam	0.001109200821
afeee	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
aff	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
affairs	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
affect	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
affiliate	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
affiliates	0.0,3.0,0.000061934845,0.000221840164	spam	0.000221840164
afirst	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
afraid	1.0,3.0,0.000123869689,0.000221840164	spam	0.000221840164
africa	0.0,10.0,0.000061934845,0.000610060451	spam	0.000610060451
after	3.0,12.0,0.000247739378,0.000720980534	spam	0.000720980534
afternoon	3.0,1.0,0.000247739378,0.000110920082	ham	0.000247739378
again	7.0,4.0,0.000495478756,0.000277300205	ham	0.000495478756
against	2.0,1.0,0.000185804534,0.000110920082	ham	0.000185804534
age	0.0,4.0,0.000061934845,0.000277300205	spam	0.000277300205
agendas	1.0,0.0,0.000123869689,0.000055460041	ham	0.000123869689
agent	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
aggressive	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
aggressively	2.0,1.0,0.000185804534,0.000110920082	ham	0.000185804534
agonizing	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
agouti	0.0,1.0,0.000061934845,0.000110920082	spam	0.000110920082
agree	1.0,1.0,0.000123869689,0.000110920082	ham	0.000123869689
agreed	2.0,0.0,0.000185804534,0.000055460041	ham	0.000185804534
agreement	12.0,2.0,0.000805152979,0.000166380123	ham	0.000805152979
