-7.587281853759380024e-01,9.865064061520238958e-01
6.702775184818888121e+00,6.231333179765038643e+00
-3.341749151212186075e-01,3.035877504169918861e+00
1.560333914338419281e-01,5.799657323548723653e+00
6.714068586414001949e+00,7.071696214329925567e+00
5.278301124232031682e+00,5.885644112536834172e+00
6.996474679850338774e+00,5.576215659152341075e+00
6.953540043117748759e+00,6.068298905325598014e+00
6.989363900806786489e+00,5.821732610584531287e+00
4.607217549949069735e+00,9.633065082891647535e-01
-1.352071396273385018e+00,2.517404885270707826e+00
-4.372553325151963266e-01,3.559754720707735576e+00
3.765956669327970907e+00,-1.380665935512926490e+00
5.254287664481963382e+00,-2.639152019171778218e-01
1.016412399837861441e-01,3.277862253117312719e+00
5.462220075358640514e+00,7.114828597660068255e+00
3.712097367590237784e+00,3.994590207213443378e+00
6.753610913318189191e+00,6.660739275929291381e+00
3.806271700734200181e+00,-2.580084435318253377e-01
3.034255218629229311e-01,5.783135021621010452e+00
-1.115676092363921290e+00,4.353063500330276447e+00
4.421968400444062475e+00,8.988501291558589346e-01
3.865144806974917024e+00,1.221000409322577501e-01
7.185927671281655549e+00,5.411089617500964621e+00
-4.380305563146887904e-01,3.410444311658946237e+00
-1.432896287739536589e+00,4.306408057714980586e+00
-1.585794985963772774e+00,5.044545389843605676e+00
-5.731541436710039239e-01,5.170500000011413633e+00
6.480088135232435320e+00,4.498017081926903415e+00
-8.958351725328354831e-02,4.656506842307264193e+00
5.520208914415235313e+00,6.357978970100461424e+00
8.758310262903876708e-01,3.431604446012981313e+00
3.064497250473070089e+00,-3.404446551287518274e-01
1.135076834750701646e+00,4.491685808329315854e+00
4.100239172195976778e+00,5.512445338487038882e+00
3.839659951669661897e+00,1.493951518397422573e+00
6.612969893340021166e+00,6.165159065234941949e+00
3.215064522963936966e+00,5.972897091856824853e-02
5.268296806775754071e+00,6.893924055150093544e+00
3.170705914814952564e+00,3.405303542629836144e-01
4.194907191362559296e+00,-9.683880189317500831e-01
-8.729195573863828272e-01,4.618864123637146157e+00
6.415955671565679808e+00,5.277187927340561302e+00
5.797722591610018128e+00,5.747980665781328824e+00
