a	168.0,274.0,0.014494003969,0.020332442861
ab	4.0,0.0,0.000345095333,0.000000000000
able	3.0,8.0,0.000258821499,0.000593647967
abn	0.0,1.0,0.000000000000,0.000074205996
about	8.0,36.0,0.000690190665,0.002671415850
above	2.0,5.0,0.000172547666,0.000371029979
absent	1.0,0.0,0.000086273833,0.000000000000
absenteeism	0.0,1.0,0.000000000000,0.000074205996
absolute	0.0,1.0,0.000000000000,0.000074205996
absolutely	0.0,1.0,0.000000000000,0.000074205996
absorb	0.0,1.0,0.000000000000,0.000074205996
abuse	0.0,1.0,0.000000000000,0.000074205996
abused	0.0,1.0,0.000000000000,0.000074205996
acce	0.0,1.0,0.000000000000,0.000074205996
accelerate	0.0,1.0,0.000000000000,0.000074205996
accelerated	0.0,1.0,0.000000000000,0.000074205996
accept	0.0,3.0,0.000000000000,0.000222617988
acceptable	0.0,1.0,0.000000000000,0.000074205996
accepted	0.0,1.0,0.000000000000,0.000074205996
accepting	0.0,2.0,0.000000000000,0.000148411992
accepts	1.0,0.0,0.000086273833,0.000000000000
access	2.0,9.0,0.000172547666,0.000667853963
accomodate	4.0,0.0,0.000345095333,0.000000000000
accomodates	1.0,0.0,0.000086273833,0.000000000000
accompanied	1.0,0.0,0.000086273833,0.000000000000
according	1.0,1.0,0.000086273833,0.000074205996
account	16.0,13.0,0.001380381330,0.000964677946
accounting	4.0,0.0,0.000345095333,0.000000000000
accounts	0.0,1.0,0.000000000000,0.000074205996
accurate	1.0,0.0,0.000086273833,0.000000000000
aches	0.0,1.0,0.000000000000,0.000074205996
achieve	1.0,0.0,0.000086273833,0.000000000000
achieved	1.0,0.0,0.000086273833,0.000000000000
acid	0.0,1.0,0.000000000000,0.000074205996
acquire	1.0,0.0,0.000086273833,0.000000000000
acquisition	0.0,1.0,0.000000000000,0.000074205996
acrobaat	0.0,1.0,0.000000000000,0.000074205996
acrobat	0.0,1.0,0.000000000000,0.000074205996
across	5.0,4.0,0.000431369166,0.000296823983
act	0.0,3.0,0.000000000000,0.000222617988
action	0.0,1.0,0.000000000000,0.000074205996
activate	0.0,4.0,0.000000000000,0.000296823983
active	1.0,0.0,0.000086273833,0.000000000000
activists	1.0,0.0,0.000086273833,0.000000000000
activities	7.0,0.0,0.000603916832,0.000000000000
actor	0.0,1.0,0.000000000000,0.000074205996
actress	0.0,1.0,0.000000000000,0.000074205996
actual	0.0,3.0,0.000000000000,0.000222617988
actually	0.0,1.0,0.000000000000,0.000074205996
ad	0.0,20.0,0.000000000000,0.001484119917
adage	0.0,1.0,0.000000000000,0.000074205996
adapted	0.0,1.0,0.000000000000,0.000074205996
add	2.0,6.0,0.000172547666,0.000445235975
added	0.0,2.0,0.000000000000,0.000148411992
adding	0.0,2.0,0.000000000000,0.000148411992
addition	5.0,0.0,0.000431369166,0.000000000000
additional	11.0,0.0,0.000949012165,0.000000000000
additionally	1.0,1.0,0.000086273833,0.000074205996
address	1.0,18.0,0.000086273833,0.001335707925
addressed	1.0,0.0,0.000086273833,0.000000000000
addresses	1.0,2.0,0.000086273833,0.000148411992
addressing	1.0,0.0,0.000086273833,0.000000000000
addtional	1.0,0.0,0.000086273833,0.000000000000
adhesion	0.0,1.0,0.000000000000,0.000074205996
adm	1.0,0.0,0.000086273833,0.000000000000
adminder	0.0,1.0,0.000000000000,0.000074205996
administration	2.0,0.0,0.000172547666,0.000000000000
admitted	1.0,0.0,0.000086273833,0.000000000000
admixture	0.0,1.0,0.000000000000,0.000074205996
adobe	0.0,12.0,0.000000000000,0.000890471950
adobee	0.0,1.0,0.000000000000,0.000074205996
adr	1.0,0.0,0.000086273833,0.000000000000
adrianbold	0.0,1.0,0.000000000000,0.000074205996
ads	0.0,5.0,0.000000000000,0.000371029979
adult	0.0,2.0,0.000000000000,0.000148411992
adv	0.0,1.0,0.000000000000,0.000074205996
advance	4.0,0.0,0.000345095333,0.000000000000
advanced	0.0,1.0,0.000000000000,0.000074205996
advantage	1.0,0.0,0.000086273833,0.000000000000
advantages	0.0,1.0,0.000000000000,0.000074205996
advertise	0.0,2.0,0.000000000000,0.000148411992
advertised	0.0,1.0,0.000000000000,0.000074205996
advertisement	0.0,4.0,0.000000000000,0.000296823983
advertisements	0.0,1.0,0.000000000000,0.000074205996
advertising	0.0,6.0,0.000000000000,0.000445235975
advertisments	0.0,1.0,0.000000000000,0.000074205996
advice	1.0,1.0,0.000086273833,0.000074205996
advise	2.0,0.0,0.000172547666,0.000000000000
advises	1.0,0.0,0.000086273833,0.000000000000
advocates	1.0,0.0,0.000086273833,0.000000000000
advs	0.0,1.0,0.000000000000,0.000074205996
aec	2.0,0.0,0.000172547666,0.000000000000
aeopublishing	0.0,19.0,0.000000000000,0.001409913921
afeee	0.0,1.0,0.000000000000,0.000074205996
aff	0.0,1.0,0.000000000000,0.000074205996
affairs	1.0,0.0,0.000086273833,0.000000000000
affect	0.0,1.0,0.000000000000,0.000074205996
affiliate	0.0,1.0,0.000000000000,0.000074205996
affiliates	0.0,3.0,0.000000000000,0.000222617988
afirst	0.0,1.0,0.000000000000,0.000074205996
afraid	1.0,3.0,0.000086273833,0.000222617988
africa	0.0,10.0,0.000000000000,0.000742059958
after	3.0,12.0,0.000258821499,0.000890471950
afternoon	3.0,1.0,0.000258821499,0.000074205996
again	7.0,4.0,0.000603916832,0.000296823983
against	2.0,1.0,0.000172547666,0.000074205996
age	0.0,4.0,0.000000000000,0.000296823983
agendas	1.0,0.0,0.000086273833,0.000000000000
agent	0.0,1.0,0.000000000000,0.000074205996
aggressive	0.0,1.0,0.000000000000,0.000074205996
aggressively	2.0,1.0,0.000172547666,0.000074205996
agonizing	0.0,1.0,0.000000000000,0.000074205996
agouti	0.0,1.0,0.000000000000,0.000074205996
agree	1.0,1.0,0.000086273833,0.000074205996
agreed	2.0,0.0,0.000172547666,0.000000000000
agreement	12.0,2.0,0.001035285998,0.000148411992
agreements	3.0,0.0,0.000258821499,0.000000000000
ahead	0.0,1.0,0.000000000000,0.000074205996
aid	0.0,1.0,0.000000000000,0.000074205996
aids	1.0,0.0,0.000086273833,0.000000000000
air	3.0,3.0,0.000258821499,0.000222617988
airport	2.0,0.0,0.000172547666,0.000000000000
airs	0.0,1.0,0.000000000000,0.000074205996
aka	0.0,1.0,0.000000000000,0.000074205996
akkabay	0.0,4.0,0.000000000000,0.000296823983
al	0.0,1.0,0.000000000000,0.000074205996
albuquerque	2.0,0.0,0.000172547666,0.000000000000
alertness	0.0,1.0,0.000000000000,0.000074205996
alex	4.0,0.0,0.000345095333,0.000000000000
alexios	1.0,0.0,0.000086273833,0.000000000000
alhaji	0.0,2.0,0.000000000000,0.000148411992
all	32.0,54.0,0.002760762661,0.004007123776
allay	0.0,1.0,0.000000000000,0.000074205996
allen	4.0,1.0,0.000345095333,0.000074205996
alleviates	0.0,1.0,0.000000000000,0.000074205996
alli	1.0,0.0,0.000086273833,0.000000000000
allocate	1.0,0.0,0.000086273833,0.000000000000
allocated	2.0,0.0,0.000172547666,0.000000000000
allocating	2.0,0.0,0.000172547666,0.000000000000
allocation	5.0,0.0,0.000431369166,0.000000000000
allocations	4.0,0.0,0.000345095333,0.000000000000
allow	4.0,5.0,0.000345095333,0.000371029979
allows	2.0,1.0,0.000172547666,0.000074205996
almost	0.0,2.0,0.000000000000,0.000148411992
alone	0.0,1.0,0.000000000000,0.000074205996
along	0.0,2.0,0.000000000000,0.000148411992
alpra	0.0,1.0,0.000000000000,0.000074205996
already	8.0,3.0,0.000690190665,0.000222617988
also	24.0,21.0,0.002070571996,0.001558325913
alternative	0.0,1.0,0.000000000000,0.000074205996
alternatively	0.0,1.0,0.000000000000,0.000074205996
although	2.0,1.0,0.000172547666,0.000074205996
altra	1.0,0.0,0.000086273833,0.000000000000
alum	0.0,1.0,0.000000000000,0.000074205996
always	0.0,6.0,0.000000000000,0.000445235975
am	58.0,14.0,0.005003882322,0.001038883942
amadol	0.0,1.0,0.000000000000,0.000074205996
amazed	0.0,1.0,0.000000000000,0.000074205996
amb	0.0,1.0,0.000000000000,0.000074205996
ambien	0.0,1.0,0.000000000000,0.000074205996
amended	1.0,0.0,0.000086273833,0.000000000000
americ	0.0,2.0,0.000000000000,0.000148411992
america	12.0,1.0,0.001035285998,0.000074205996
american	0.0,2.0,0.000000000000,0.000148411992
amex	0.0,1.0,0.000000000000,0.000074205996
ami	1.0,0.0,0.000086273833,0.000000000000
amiable	0.0,1.0,0.000000000000,0.000074205996
amigo	0.0,1.0,0.000000000000,0.000074205996
amitava	4.0,0.0,0.000345095333,0.000000000000
among	3.0,3.0,0.000258821499,0.000222617988
amortize	4.0,0.0,0.000345095333,0.000000000000
amount	1.0,1.0,0.000086273833,0.000074205996
amounts	0.0,1.0,0.000000000000,0.000074205996
amy	0.0,2.0,0.000000000000,0.000148411992
an	20.0,41.0,0.001725476663,0.003042445830
anal	0.0,1.0,0.000000000000,0.000074205996
analyses	1.0,0.0,0.000086273833,0.000000000000
analysis	3.0,0.0,0.000258821499,0.000000000000
analyst	1.0,1.0,0.000086273833,0.000074205996
analyze	0.0,1.0,0.000000000000,0.000074205996
and	258.0,277.0,0.022258648952,0.020555060849
andrea	3.0,0.0,0.000258821499,0.000000000000
angelova	4.0,0.0,0.000345095333,0.000000000000
angels	0.0,2.0,0.000000000000,0.000148411992
angrily	0.0,1.0,0.000000000000,0.000074205996
anheuser	0.0,1.0,0.000000000000,0.000074205996
anita	2.0,0.0,0.000172547666,0.000000000000
annals	0.0,1.0,0.000000000000,0.000074205996
announcement	1.0,4.0,0.000086273833,0.000296823983
announcements	2.0,1.0,0.000172547666,0.000074205996
annoy	0.0,1.0,0.000000000000,0.000074205996
annoying	1.0,0.0,0.000086273833,0.000000000000
annuallouy	0.0,1.0,0.000000000000,0.000074205996
anonymise	0.0,1.0,0.000000000000,0.000074205996
anonymizer	0.0,1.0,0.000000000000,0.000074205996
anonymously	0.0,1.0,0.000000000000,0.000074205996
another	6.0,7.0,0.000517642999,0.000519441971
answer	0.0,5.0,0.000000000000,0.000371029979
answered	0.0,1.0,0.000000000000,0.000074205996
answering	0.0,1.0,0.000000000000,0.000074205996
answers	0.0,5.0,0.000000000000,0.000371029979
ante	0.0,1.0,0.000000000000,0.000074205996
anticipate	1.0,0.0,0.000086273833,0.000000000000
antivirus	0.0,1.0,0.000000000000,0.000074205996
antoine	1.0,0.0,0.000086273833,0.000000000000
any	32.0,25.0,0.002760762661,0.001855149896
anyare	0.0,1.0,0.000000000000,0.000074205996
anyhow	2.0,0.0,0.000172547666,0.000000000000
anyone	2.0,1.0,0.000172547666,0.000074205996
anything	3.0,7.0,0.000258821499,0.000519441971
anyway	1.0,1.0,0.000086273833,0.000074205996
anywhere	0.0,3.0,0.000000000000,0.000222617988
anz	0.0,2.0,0.000000000000,0.000148411992
aol	2.0,3.0,0.000172547666,0.000222617988
apachi	1.0,0.0,0.000086273833,0.000000000000
apart	0.0,2.0,0.000000000000,0.000148411992
apoligize	2.0,0.0,0.000172547666,0.000000000000
apollo	1.0,0.0,0.000086273833,0.000000000000
apologies	1.0,1.0,0.000086273833,0.000074205996
apologize	2.0,1.0,0.000172547666,0.000074205996
apparently	1.0,1.0,0.000086273833,0.000074205996
appeals	0.0,3.0,0.000000000000,0.000222617988
appear	4.0,1.0,0.000345095333,0.000074205996
appearance	1.0,1.0,0.000086273833,0.000074205996
appears	2.0,0.0,0.000172547666,0.000000000000
appetite	0.0,2.0,0.000000000000,0.000148411992
application	0.0,4.0,0.000000000000,0.000296823983
applied	5.0,0.0,0.000431369166,0.000000000000
apply	1.0,3.0,0.000086273833,0.000222617988
appreciate	1.0,0.0,0.000086273833,0.000000000000
appreciated	0.0,1.0,0.000000000000,0.000074205996
appreciation	2.0,0.0,0.000172547666,0.000000000000
approach	1.0,1.0,0.000086273833,0.000074205996
appropriate	3.0,0.0,0.000258821499,0.000000000000
approval	0.0,1.0,0.000000000000,0.000074205996
approved	1.0,4.0,0.000086273833,0.000296823983
approximately	4.0,0.0,0.000345095333,0.000000000000
aqmd	2.0,0.0,0.000172547666,0.000000000000
aqoj	0.0,1.0,0.000000000000,0.000074205996
arbitrage	4.0,0.0,0.000345095333,0.000000000000
architect	0.0,1.0,0.000000000000,0.000074205996
archive	0.0,1.0,0.000000000000,0.000074205996
arcy	7.0,0.0,0.000603916832,0.000000000000
are	55.0,84.0,0.004745060823,0.006233303651
area	1.0,1.0,0.000086273833,0.000074205996
areas	2.0,0.0,0.000172547666,0.000000000000
aren	0.0,1.0,0.000000000000,0.000074205996
argentine	4.0,0.0,0.000345095333,0.000000000000
arizona	1.0,0.0,0.000086273833,0.000000000000
ark	0.0,1.0,0.000000000000,0.000074205996
arm	1.0,0.0,0.000086273833,0.000000000000
armstrong	2.0,0.0,0.000172547666,0.000000000000
around	3.0,1.0,0.000258821499,0.000074205996
arrange	2.0,2.0,0.000172547666,0.000148411992
arranged	0.0,1.0,0.000000000000,0.000074205996
arrangement	2.0,0.0,0.000172547666,0.000000000000
arrangements	0.0,2.0,0.000000000000,0.000148411992
arrest	0.0,2.0,0.000000000000,0.000148411992
arrival	1.0,0.0,0.000086273833,0.000000000000
art	0.0,2.0,0.000000000000,0.000148411992
arthur	0.0,1.0,0.000000000000,0.000074205996
article	0.0,3.0,0.000000000000,0.000222617988
articles	0.0,1.0,0.000000000000,0.000074205996
as	54.0,39.0,0.004658786990,0.002894033838
ascii	0.0,1.0,0.000000000000,0.000074205996
ashburton	0.0,3.0,0.000000000000,0.000222617988
asia	0.0,1.0,0.000000000000,0.000074205996
aside	0.0,2.0,0.000000000000,0.000148411992
ask	2.0,6.0,0.000172547666,0.000445235975
asked	1.0,1.0,0.000086273833,0.000074205996
asking	5.0,3.0,0.000431369166,0.000222617988
asks	0.0,1.0,0.000000000000,0.000074205996
aspermont	0.0,3.0,0.000000000000,0.000222617988
assault	0.0,1.0,0.000000000000,0.000074205996
assay	0.0,1.0,0.000000000000,0.000074205996
assays	0.0,1.0,0.000000000000,0.000074205996
assembly	1.0,0.0,0.000086273833,0.000000000000
assemblyman	3.0,0.0,0.000258821499,0.000000000000
assets	11.0,1.0,0.000949012165,0.000074205996
assignment	1.0,0.0,0.000086273833,0.000000000000
assist	0.0,3.0,0.000000000000,0.000222617988
assistance	2.0,4.0,0.000172547666,0.000296823983
assistant	2.0,0.0,0.000172547666,0.000000000000
associate	1.0,0.0,0.000086273833,0.000000000000
association	1.0,0.0,0.000086273833,0.000000000000
assortment	0.0,1.0,0.000000000000,0.000074205996
assume	1.0,0.0,0.000086273833,0.000000000000
assuming	1.0,0.0,0.000086273833,0.000000000000
assumption	1.0,0.0,0.000086273833,0.000000000000
assure	3.0,0.0,0.000258821499,0.000000000000
asthma	0.0,1.0,0.000000000000,0.000074205996
at	57.0,66.0,0.004917608489,0.004897595726
ate	1.0,2.0,0.000086273833,0.000148411992
atop	0.0,1.0,0.000000000000,0.000074205996
atreus	0.0,1.0,0.000000000000,0.000074205996
attached	6.0,0.0,0.000517642999,0.000000000000
attatched	2.0,0.0,0.000172547666,0.000000000000
attempt	1.0,0.0,0.000086273833,0.000000000000
attend	6.0,1.0,0.000517642999,0.000074205996
attendance	2.0,0.0,0.000172547666,0.000000000000
attended	0.0,1.0,0.000000000000,0.000074205996
attending	1.0,0.0,0.000086273833,0.000000000000
attention	0.0,3.0,0.000000000000,0.000222617988
attest	1.0,0.0,0.000086273833,0.000000000000
attitudinal	0.0,1.0,0.000000000000,0.000074205996
attl	1.0,0.0,0.000086273833,0.000000000000
attn	0.0,2.0,0.000000000000,0.000148411992
attractive	1.0,1.0,0.000086273833,0.000074205996
attributable	0.0,1.0,0.000000000000,0.000074205996
audience	2.0,7.0,0.000172547666,0.000519441971
audio	0.0,2.0,0.000000000000,0.000148411992
audit	2.0,0.0,0.000172547666,0.000000000000
australia	2.0,7.0,0.000172547666,0.000519441971
australian	0.0,3.0,0.000000000000,0.000222617988
australiasds	0.0,1.0,0.000000000000,0.000074205996
authenticity	0.0,1.0,0.000000000000,0.000074205996
author	0.0,2.0,0.000000000000,0.000148411992
authorities	0.0,1.0,0.000000000000,0.000074205996
authority	1.0,0.0,0.000086273833,0.000000000000
authorized	0.0,1.0,0.000000000000,0.000074205996
automated	0.0,2.0,0.000000000000,0.000148411992
automatically	1.0,3.0,0.000086273833,0.000222617988
automobile	0.0,1.0,0.000000000000,0.000074205996
availability	0.0,2.0,0.000000000000,0.000148411992
available	12.0,9.0,0.001035285998,0.000667853963
average	0.0,3.0,0.000000000000,0.000222617988
aviation	1.0,0.0,0.000086273833,0.000000000000
avoid	3.0,5.0,0.000258821499,0.000371029979
avoided	1.0,0.0,0.000086273833,0.000000000000
await	0.0,2.0,0.000000000000,0.000148411992
awaking	0.0,1.0,0.000000000000,0.000074205996
aware	1.0,0.0,0.000086273833,0.000000000000
away	4.0,5.0,0.000345095333,0.000371029979
awesome	1.0,0.0,0.000086273833,0.000000000000
ax	0.0,1.0,0.000000000000,0.000074205996
axel	2.0,0.0,0.000172547666,0.000000000000
ay	0.0,1.0,0.000000000000,0.000074205996
azepam	0.0,1.0,0.000000000000,0.000074205996
azurix	10.0,0.0,0.000862738331,0.000000000000
b	13.0,3.0,0.001121559831,0.000222617988
baby	0.0,2.0,0.000000000000,0.000148411992
bachelors	0.0,1.0,0.000000000000,0.000074205996
back	5.0,16.0,0.000431369166,0.001187295934
background	2.0,7.0,0.000172547666,0.000519441971
backgrounds	0.0,1.0,0.000000000000,0.000074205996
backup	2.0,0.0,0.000172547666,0.000000000000
bacon	0.0,1.0,0.000000000000,0.000074205996
bacterial	0.0,1.0,0.000000000000,0.000074205996
bad	2.0,2.0,0.000172547666,0.000148411992
bade	0.0,1.0,0.000000000000,0.000074205996
baggage	0.0,1.0,0.000000000000,0.000074205996
bail	2.0,0.0,0.000172547666,0.000000000000
bailout	7.0,0.0,0.000603916832,0.000000000000
balance	0.0,1.0,0.000000000000,0.000074205996
banging	0.0,1.0,0.000000000000,0.000074205996
bank	0.0,4.0,0.000000000000,0.000296823983
banked	0.0,1.0,0.000000000000,0.000074205996
banker	2.0,0.0,0.000172547666,0.000000000000
banking	3.0,0.0,0.000258821499,0.000000000000
bankruptcy	12.0,2.0,0.001035285998,0.000148411992
bannerco	0.0,3.0,0.000000000000,0.000222617988
banners	0.0,1.0,0.000000000000,0.000074205996
bannersgomlm	0.0,6.0,0.000000000000,0.000445235975
bar	0.0,1.0,0.000000000000,0.000074205996
bareback	0.0,1.0,0.000000000000,0.000074205996
barely	0.0,1.0,0.000000000000,0.000074205996
bargaain	0.0,1.0,0.000000000000,0.000074205996
barnard	1.0,0.0,0.000086273833,0.000000000000
barney	3.0,0.0,0.000258821499,0.000000000000
barrier	0.0,2.0,0.000000000000,0.000148411992
barrow	1.0,0.0,0.000086273833,0.000000000000
base	0.0,1.0,0.000000000000,0.000074205996
based	6.0,4.0,0.000517642999,0.000296823983
basically	0.0,1.0,0.000000000000,0.000074205996
basis	1.0,3.0,0.000086273833,0.000222617988
baskets	5.0,0.0,0.000431369166,0.000000000000
bauxite	0.0,1.0,0.000000000000,0.000074205996
bawled	0.0,1.0,0.000000000000,0.000074205996
bazzd	0.0,1.0,0.000000000000,0.000074205996
bc	1.0,0.0,0.000086273833,0.000000000000
bcli	1.0,0.0,0.000086273833,0.000000000000
bd	0.0,5.0,0.000000000000,0.000371029979
bdf	0.0,1.0,0.000000000000,0.000074205996
be	90.0,84.0,0.007764644983,0.006233303651
beale	1.0,0.0,0.000086273833,0.000000000000
beans	0.0,1.0,0.000000000000,0.000074205996
bear	2.0,1.0,0.000172547666,0.000074205996
beard	0.0,1.0,0.000000000000,0.000074205996
beca	0.0,1.0,0.000000000000,0.000074205996
became	0.0,4.0,0.000000000000,0.000296823983
because	2.0,12.0,0.000172547666,0.000890471950
beck	3.0,0.0,0.000258821499,0.000000000000
become	0.0,4.0,0.000000000000,0.000296823983
bed	0.0,1.0,0.000000000000,0.000074205996
bedfellow	0.0,1.0,0.000000000000,0.000074205996
beds	0.0,3.0,0.000000000000,0.000222617988
been	25.0,8.0,0.002156845829,0.000593647967
beers	1.0,0.0,0.000086273833,0.000000000000
beetcn	0.0,1.0,0.000000000000,0.000074205996
before	7.0,11.0,0.000603916832,0.000816265954
began	2.0,4.0,0.000172547666,0.000296823983
begin	0.0,4.0,0.000000000000,0.000296823983
beginning	1.0,3.0,0.000086273833,0.000222617988
begins	0.0,1.0,0.000000000000,0.000074205996
behalf	1.0,0.0,0.000086273833,0.000000000000
being	8.0,2.0,0.000690190665,0.000148411992
believable	0.0,2.0,0.000000000000,0.000148411992
believe	5.0,6.0,0.000431369166,0.000445235975
believes	1.0,0.0,0.000086273833,0.000000000000
belonged	0.0,1.0,0.000000000000,0.000074205996
belongs	0.0,2.0,0.000000000000,0.000148411992
below	6.0,7.0,0.000517642999,0.000519441971
benchmarks	2.0,0.0,0.000172547666,0.000000000000
bendickson	0.0,2.0,0.000000000000,0.000148411992
benedicta	0.0,2.0,0.000000000000,0.000148411992
benefit	2.0,7.0,0.000172547666,0.000519441971
benefits	3.0,8.0,0.000258821499,0.000593647967
benewm	1.0,0.0,0.000086273833,0.000000000000
bennett	1.0,0.0,0.000086273833,0.000000000000
benson	0.0,1.0,0.000000000000,0.000074205996
ber	0.0,1.0,0.000000000000,0.000074205996
berkovitz	2.0,0.0,0.000172547666,0.000000000000
bernice	1.0,0.0,0.000086273833,0.000000000000
best	6.0,12.0,0.000517642999,0.000890471950
bestwaytoshop	0.0,1.0,0.000000000000,0.000074205996
better	1.0,6.0,0.000086273833,0.000445235975
between	2.0,2.0,0.000172547666,0.000148411992
beware	0.0,1.0,0.000000000000,0.000074205996
beyond	3.0,0.0,0.000258821499,0.000000000000
bgmlm	0.0,1.0,0.000000000000,0.000074205996
bharat	1.0,0.0,0.000086273833,0.000000000000
bid	1.0,0.0,0.000086273833,0.000000000000
big	3.0,6.0,0.000258821499,0.000445235975
biggest	0.0,1.0,0.000000000000,0.000074205996
bill	3.0,2.0,0.000258821499,0.000148411992
billed	0.0,2.0,0.000000000000,0.000148411992
billion	5.0,1.0,0.000431369166,0.000074205996
bills	2.0,0.0,0.000172547666,0.000000000000
birch	0.0,1.0,0.000000000000,0.000074205996
bit	1.0,1.0,0.000086273833,0.000074205996
biwven	0.0,1.0,0.000000000000,0.000074205996
biz	0.0,2.0,0.000000000000,0.000148411992
bjeffrie	1.0,0.0,0.000086273833,0.000000000000
bjwl	0.0,1.0,0.000000000000,0.000074205996
blainey	0.0,1.0,0.000000000000,0.000074205996
bless	0.0,2.0,0.000000000000,0.000148411992
blessed	0.0,2.0,0.000000000000,0.000148411992
block	2.0,2.0,0.000172547666,0.000148411992
blocked	0.0,2.0,0.000000000000,0.000148411992
blocking	0.0,1.0,0.000000000000,0.000074205996
blong	1.0,0.0,0.000086273833,0.000000000000
blood	0.0,1.0,0.000000000000,0.000074205996
blow	0.0,1.0,0.000000000000,0.000074205996
blows	1.0,0.0,0.000086273833,0.000000000000
blues	1.0,0.0,0.000086273833,0.000000000000
bmar	1.0,0.0,0.000086273833,0.000000000000
bmf	0.0,1.0,0.000000000000,0.000074205996
bmlm	0.0,2.0,0.000000000000,0.000148411992
board	0.0,3.0,0.000000000000,0.000222617988
bob	5.0,0.0,0.000431369166,0.000000000000
bodies	0.0,1.0,0.000000000000,0.000074205996
body	0.0,5.0,0.000000000000,0.000371029979
bodyfrankfurter	0.0,1.0,0.000000000000,0.000074205996
bold	0.0,2.0,0.000000000000,0.000148411992
bolnisi	0.0,1.0,0.000000000000,0.000074205996
bombs	0.0,1.0,0.000000000000,0.000074205996
bond	0.0,1.0,0.000000000000,0.000074205996
bondholders	1.0,0.0,0.000086273833,0.000000000000
bonds	2.0,0.0,0.000172547666,0.000000000000
bone	0.0,1.0,0.000000000000,0.000074205996
bonnard	1.0,0.0,0.000086273833,0.000000000000
bonus	0.0,5.0,0.000000000000,0.000371029979
bonuses	0.0,4.0,0.000000000000,0.000296823983
book	2.0,3.0,0.000172547666,0.000222617988
books	0.0,2.0,0.000000000000,0.000148411992
boost	0.0,1.0,0.000000000000,0.000074205996
boosts	0.0,1.0,0.000000000000,0.000074205996
booth	1.0,0.0,0.000086273833,0.000000000000
boots	1.0,0.0,0.000086273833,0.000000000000
booze	0.0,1.0,0.000000000000,0.000074205996
borlan	1.0,0.0,0.000086273833,0.000000000000
borland	0.0,1.0,0.000000000000,0.000074205996
borrowers	0.0,1.0,0.000000000000,0.000074205996
boss	0.0,1.0,0.000000000000,0.000074205996
both	5.0,7.0,0.000431369166,0.000519441971
bother	0.0,1.0,0.000000000000,0.000074205996
bottom	0.0,2.0,0.000000000000,0.000148411992
bought	2.0,1.0,0.000172547666,0.000074205996
bound	0.0,2.0,0.000000000000,0.000148411992
boundary	0.0,1.0,0.000000000000,0.000074205996
box	0.0,17.0,0.000000000000,0.001261501929
boxes	1.0,0.0,0.000086273833,0.000000000000
boy	0.0,2.0,0.000000000000,0.000148411992
bp	3.0,0.0,0.000258821499,0.000000000000
br	2.0,0.0,0.000172547666,0.000000000000
brad	2.0,0.0,0.000172547666,0.000000000000
bradford	1.0,0.0,0.000086273833,0.000000000000
brainstorm	1.0,0.0,0.000086273833,0.000000000000
brand	0.0,1.0,0.000000000000,0.000074205996
branded	0.0,1.0,0.000000000000,0.000074205996
branding	0.0,1.0,0.000000000000,0.000074205996
brazil	8.0,0.0,0.000690190665,0.000000000000
brazilian	4.0,0.0,0.000345095333,0.000000000000
break	4.0,1.0,0.000345095333,0.000074205996
breakthrough	1.0,0.0,0.000086273833,0.000000000000
breath	0.0,4.0,0.000000000000,0.000296823983
breathe	0.0,2.0,0.000000000000,0.000148411992
bredd	1.0,0.0,0.000086273833,0.000000000000
brenda	1.0,0.0,0.000086273833,0.000000000000
