1	869993
8	232863
9	215577
13	211048
7	201193
10	193438
6	193050
5	191640
11	186724
12	178481
4	174474
3	160376
14	145958
15	134809
2	123110
16	122792
17	113188
18	104479
19	97760
20	91767
21	86038
22	80052
23	75382
24	70876
25	66873
26	62577
27	58612
28	54757
29	51875
30	49193
31	46219
32	44474
33	41568
34	39023
35	36503
36	33887
37	32495
38	30612
39	29248
40	27655
41	26173
42	25111
43	24037
44	22626
45	21350
46	20572
47	19603
48	18922
49	17985
50	17257
51	16724
52	15714
53	15089
54	14613
55	14010
56	13623
57	12718
58	12652
59	12156
60	11525
61	11151
62	10746
63	10431
64	10249
65	9784
66	9277
67	9066
68	8760
69	8368
70	8048
71	7760
72	7517
73	7350
74	7043
75	6866
76	6727
77	6510
78	6257
79	6204
80	5978
81	5847
82	5611
83	5455
84	5195
85	5135
86	4866
87	4856
88	4708
89	4635
90	4576
91	4462
92	4346
93	4125
94	4024
96	3939
95	3883
98	3756
97	3737
100	3657
99	3600
101	3550
102	3331
103	3238
104	3205
105	3069
106	2984
108	2911
107	2907
110	2900
111	2769
109	2765
112	2699
115	2564
113	2549
114	2538
116	2438
118	2385
117	2328
119	2210
120	2197
121	2143
122	2139
124	2131
123	2110
126	2031
128	2023
125	2011
130	1987
127	1986
129	1972
131	1927
132	1825
134	1725
133	1715
136	1703
135	1675
138	1669
137	1556
139	1513
141	1494
140	1483
143	1464
142	1378
146	1371
148	1337
144	1336
145	1322
147	1306
149	1294
151	1271
153	1248
150	1228
152	1203
155	1176
154	1174
159	1129
157	1128
156	1082
158	1056
162	1051
160	1051
161	1045
163	1034
164	1022
167	964
165	961
166	947
168	934
172	926
170	911
169	903
171	889
173	875
181	853
179	843
174	841
176	835
177	827
180	814
175	785
184	782
183	767
182	761
178	759
185	731
187	719
189	708
190	705
186	695
193	690
192	680
188	679
194	676
195	665
191	653
198	638
200	620
201	617
196	611
197	608
202	603
199	598
203	597
206	581
204	571
213	565
208	564
205	553
211	543
209	542
207	534
212	533
217	515
216	512
214	509
218	502
215	494
210	493
223	487
222	478
219	477
221	473
220	473
224	451
226	448
231	447
230	438
234	435
233	425
229	425
228	423
225	418
245	414
232	414
227	404
237	399
238	397
244	396
240	396
246	390
239	388
235	372
236	365
243	364
241	358
242	352
249	347
248	345
250	340
264	337
255	334
247	332
253	329
251	328
254	324
259	319
257	317
262	310
256	305
268	302
252	301
261	299
258	299
272	294
260	291
263	285
275	282
266	280
270	276
265	272
274	266
271	266
267	262
273	260
277	257
284	255
288	251
269	250
279	249
282	246
291	239
285	238
293	235
289	235
286	234
301	230
283	230
278	227
276	224
281	223
298	222
290	222
287	222
280	222
297	216
295	215
292	212
300	211
296	209
299	207
305	206
304	206
303	204
294	204
302	191
306	190
312	180
308	179
307	178
314	177
309	175
310	173
317	170
329	169
311	168
318	166
326	164
322	164
316	162
315	162
328	161
336	158
331	158
327	158
332	154
330	154
313	153
339	152
320	152
319	152
334	149
324	149
333	148
337	146
321	146
347	145
323	145
335	144
325	143
348	141
355	132
354	132
346	131
351	130
350	130
341	130
343	129
360	128
340	127
338	126
356	122
370	121
369	121
364	121
362	121
358	117
366	115
353	115
357	114
372	113
361	113
352	112
345	112
378	111
359	110
371	109
344	109
342	108
367	107
365	107
382	103
363	103
373	102
374	101
349	99
368	98
392	94
375	94
386	92
394	91
377	91
396	90
385	90
383	90
388	89
379	89
380	88
384	87
402	85
398	85
409	84
403	84
399	84
387	83
376	83
390	81
418	80
406	80
381	80
410	78
395	77
400	75
389	75
417	74
413	73
405	73
401	73
397	73
438	72
415	72
414	72
425	70
424	70
412	69
407	69
393	69
445	68
411	68
404	67
468	66
427	66
408	66
391	66
432	65
416	65
443	64
422	64
431	62
429	62
419	62
483	61
449	61
421	61
456	60
450	60
437	60
469	59
458	59
453	59
420	59
436	58
463	57
462	57
465	56
442	55
433	55
478	53
464	53
447	53
444	53
428	53
482	52
461	52
448	52
440	51
480	50
457	50
446	50
434	50
496	49
486	49
484	49
472	49
471	49
467	49
455	49
441	49
430	49
423	49
451	48
535	47
521	47
520	47
485	47
426	47
498	46
460	46
454	46
439	46
487	45
470	45
452	45
499	44
477	44
435	44
504	43
514	42
479	42
473	42
511	41
506	41
501	41
497	41
489	41
459	41
508	40
481	40
466	40
523	39
527	38
526	38
510	38
491	38
517	37
505	37
500	37
493	37
476	37
475	37
474	37
559	36
529	36
494	36
537	35
528	35
515	35
495	35
562	34
554	34
518	34
555	33
546	33
539	33
525	33
509	33
507	33
488	33
580	32
550	32
540	32
534	32
574	31
566	31
552	31
544	31
542	31
533	31
522	31
512	31
581	30
557	30
519	30
492	30
601	29
593	29
516	29
585	28
569	28
556	28
553	28
551	28
502	28
490	28
625	27
588	27
564	27
536	27
530	27
696	26
673	26
575	26
573	26
561	26
558	26
545	26
543	26
541	26
532	26
524	26
503	26
647	25
612	25
606	25
578	25
577	25
576	25
701	24
620	24
618	24
613	24
609	24
604	24
599	24
595	24
590	24
583	24
563	24
549	24
538	24
531	24
513	24
690	23
662	23
642	23
634	23
630	23
622	23
597	23
586	23
565	23
560	23
548	23
547	23
663	22
598	22
589	22
584	22
568	22
725	21
646	21
637	21
633	21
632	21
631	21
626	21
619	21
615	21
602	21
594	21
591	21
579	21
759	20
755	20
722	20
707	20
687	20
682	20
644	20
643	20
638	20
635	20
623	20
616	20
610	20
596	20
772	19
762	19
756	19
714	19
692	19
681	19
639	19
617	19
582	19
571	19
570	19
567	19
745	18
724	18
694	18
685	18
677	18
672	18
671	18
659	18
655	18
652	18
592	18
572	18
782	17
779	17
742	17
736	17
735	17
734	17
731	17
721	17
718	17
711	17
705	17
686	17
680	17
678	17
676	17
670	17
656	17
653	17
650	17
649	17
641	17
624	17
621	17
603	17
600	17
757	16
749	16
744	16
713	16
710	16
703	16
700	16
683	16
674	16
668	16
666	16
664	16
660	16
645	16
628	16
614	16
605	16
587	16
823	15
740	15
739	15
737	15
732	15
728	15
719	15
717	15
716	15
708	15
698	15
684	15
648	15
629	15
608	15
607	15
819	14
805	14
773	14
752	14
750	14
738	14
729	14
726	14
723	14
709	14
704	14
699	14
693	14
691	14
675	14
667	14
661	14
654	14
636	14
804	13
801	13
787	13
784	13
774	13
770	13
761	13
758	13
741	13
715	13
688	13
669	13
658	13
651	13
640	13
627	13
611	13
898	12
890	12
853	12
851	12
831	12
821	12
811	12
809	12
808	12
747	12
746	12
727	12
706	12
689	12
1031	12
920	11
845	11
841	11
829	11
812	11
800	11
794	11
792	11
778	11
776	11
754	11
730	11
695	11
679	11
665	11
926	10
912	10
879	10
869	10
868	10
863	10
847	10
842	10
837	10
826	10
816	10
785	10
783	10
781	10
769	10
766	10
760	10
751	10
743	10
733	10
720	10
702	10
1022	10
941	9
931	9
929	9
923	9
915	9
908	9
907	9
885	9
871	9
864	9
859	9
857	9
854	9
849	9
844	9
839	9
825	9
824	9
813	9
802	9
790	9
789	9
780	9
777	9
775	9
657	9
979	8
977	8
975	8
940	8
935	8
921	8
911	8
904	8
893	8
892	8
878	8
877	8
876	8
875	8
870	8
867	8
843	8
835	8
820	8
814	8
810	8
807	8
795	8
793	8
791	8
786	8
771	8
765	8
763	8
753	8
712	8
697	8
1224	8
1138	8
1101	8
1061	8
1002	8
987	7
985	7
976	7
965	7
962	7
960	7
957	7
951	7
949	7
945	7
937	7
932	7
930	7
916	7
906	7
897	7
895	7
891	7
889	7
886	7
860	7
856	7
846	7
838	7
828	7
827	7
822	7
818	7
817	7
799	7
798	7
788	7
768	7
767	7
1225	7
1157	7
1155	7
1132	7
1100	7
1084	7
1081	7
1068	7
1040	7
1029	7
1019	7
1005	7
1001	7
1000	7
995	6
988	6
986	6
974	6
971	6
970	6
968	6
967	6
959	6
956	6
947	6
944	6
927	6
918	6
917	6
905	6
902	6
900	6
888	6
887	6
874	6
866	6
865	6
861	6
850	6
832	6
815	6
797	6
796	6
748	6
1344	6
1246	6
1203	6
1149	6
1139	6
1120	6
1115	6
1089	6
1079	6
1069	6
1053	6
1052	6
1026	6
1016	6
998	5
984	5
966	5
963	5
953	5
952	5
943	5
939	5
936	5
933	5
922	5
914	5
913	5
909	5
903	5
896	5
894	5
883	5
882	5
880	5
873	5
858	5
840	5
836	5
830	5
806	5
803	5
1642	5
1367	5
1325	5
1318	5
1276	5
1268	5
1261	5
1257	5
1250	5
1221	5
1205	5
1201	5
1186	5
1183	5
1175	5
1162	5
1159	5
1140	5
1126	5
1110	5
1109	5
1103	5
1099	5
1088	5
1086	5
1078	5
1077	5
1076	5
1049	5
1042	5
1036	5
1032	5
1024	5
1023	5
1021	5
1017	5
1015	5
1011	5
1010	5
1006	5
1003	5
996	4
994	4
993	4
992	4
991	4
990	4
981	4
978	4
969	4
961	4
958	4
950	4
948	4
942	4
938	4
934	4
925	4
919	4
910	4
899	4
881	4
872	4
855	4
852	4
834	4
764	4
1629	4
1618	4
1574	4
1559	4
1555	4
1541	4
1515	4
1510	4
